bowler,total_balls,total_runs,total_wickets,boundaries_conceded,dots,economy,dot_pct,wicket_rate
MT Stanley,33,37,0,5,19,6.7272727272727275,0.5757575757575758,0.0
MT Steketee,604,528,11,67,349,5.245033112582782,0.5778145695364238,0.018211920529801324
MT Waqanisau,188,145,10,10,108,4.627659574468085,0.574468085106383,0.05319148936170213
MTC Waller,639,590,18,50,264,5.539906103286385,0.4131455399061033,0.028169014084507043
MTH Madhushanka,105,91,2,7,49,5.2,0.4666666666666667,0.01904761904761905
MTMMJ Ave,172,191,11,17,63,6.662790697674418,0.36627906976744184,0.06395348837209303
MV Fare,103,63,6,2,71,3.669902912621359,0.6893203883495146,0.05825242718446602
MV Lehmann,15,16,0,1,9,6.4,0.6,0.0
MV Matsau,99,157,7,20,27,9.515151515151516,0.2727272727272727,0.0707070707070707
MV Pavlovic,412,467,31,49,158,6.800970873786407,0.38349514563106796,0.07524271844660194
MVT Fernando,522,502,16,68,285,5.7701149425287355,0.5459770114942529,0.03065134099616858
MW Dixon,338,373,9,48,164,6.621301775147929,0.48520710059171596,0.026627218934911243
MW Edwards,18,20,1,3,7,6.666666666666667,0.3888888888888889,0.05555555555555555
MW Forde,1122,1226,41,172,580,6.55614973262032,0.5169340463458111,0.036541889483065956
MW Harvey,39,64,0,10,16,9.846153846153847,0.41025641025641024,0.0
MW Jones,141,192,5,26,61,8.170212765957446,0.4326241134751773,0.03546099290780142
MW Machan,461,507,10,41,153,6.598698481561822,0.3318872017353579,0.021691973969631236
MW Parkinson,2239,2144,83,210,944,5.74542206342117,0.421616793211255,0.03707012058954891
MW Pillans,635,712,27,91,278,6.72755905511811,0.4377952755905512,0.04251968503937008
MW Short,823,903,17,98,325,6.583232077764277,0.39489671931956255,0.020656136087484813
MWR Stokes,957,883,27,102,486,5.536050156739812,0.5078369905956113,0.02821316614420063
Ma Luz Barcelona,11,10,0,0,8,5.454545454545455,0.7272727272727273,0.0
Ma Qiancheng,163,180,7,21,83,6.625766871165644,0.50920245398773,0.04294478527607362
Ma Ruike,292,213,13,16,184,4.376712328767123,0.6301369863013698,0.04452054794520548
Maaha Naseer,18,30,0,4,4,10.0,0.2222222222222222,0.0
Maahi Madhavan,224,228,12,30,97,6.107142857142857,0.4330357142857143,0.05357142857142857
Maaz Khan,25,51,0,5,6,12.239999999999998,0.24,0.0
Maaz Sadaqat,36,32,3,3,15,5.333333333333333,0.4166666666666667,0.08333333333333333
Madeeha Zuberi,75,55,2,2,37,4.4,0.49333333333333335,0.02666666666666667
Madhawa Basnayaka,74,99,5,9,26,8.027027027027026,0.35135135135135137,0.06756756756756757
Mah Noor,62,107,0,13,24,10.354838709677418,0.3870967741935484,0.0
Mah Noor Amir,183,304,3,38,76,9.967213114754099,0.41530054644808745,0.01639344262295082
Maham Tariq,316,309,7,43,171,5.867088607594937,0.5411392405063291,0.022151898734177215
Mahbubul Alam,237,284,8,38,127,7.189873417721519,0.5358649789029536,0.03375527426160337
Mahedi Hasan,1956,2030,86,225,831,6.226993865030675,0.42484662576687116,0.04396728016359918
Mahewish Khan,43,31,4,3,23,4.325581395348837,0.5348837209302325,0.09302325581395349
Mahirah Izzati Ismail,1202,938,69,79,556,4.682196339434276,0.46256239600665555,0.05740432612312812
Mahmad Data,25,37,0,6,9,8.879999999999999,0.36,0.0
Mahmud Jasat,27,38,0,4,9,8.444444444444445,0.3333333333333333,0.0
Mahmudul Hasan Joy,2,5,0,1,0,15.0,0.0,0.0
Mahmudullah,4947,4654,121,381,2107,5.64463311097635,0.4259146957752173,0.024459268243379826
Maira Khan,119,184,2,25,55,9.277310924369749,0.46218487394957986,0.01680672268907563
Maira Saleem,26,19,0,0,20,4.384615384615385,0.7692307692307693,0.0
Malyun Hassan,51,32,2,1,34,3.764705882352941,0.6666666666666666,0.0392156862745098
Malyun Yusuf,84,57,7,3,54,4.071428571428571,0.6428571428571429,0.08333333333333333
Manal Malik,6,7,0,0,1,7.0,0.16666666666666666,0.0
Manan Ali,31,44,0,5,10,8.516129032258064,0.3225806451612903,0.0
Manish Sharma,56,78,3,11,26,8.357142857142856,0.4642857142857143,0.05357142857142857
Manjural Islam,227,189,5,27,150,4.995594713656387,0.6607929515418502,0.022026431718061675
Manjural Islam Rana,610,431,14,33,343,4.239344262295082,0.5622950819672131,0.022950819672131147
Manpreet Singh,797,772,26,87,396,5.8117942283563355,0.4968632371392723,0.03262233375156838
Mansi Parmar,34,35,1,2,15,6.1764705882352935,0.4411764705882353,0.029411764705882353
Mansoor Amjad,73,64,4,5,28,5.26027397260274,0.3835616438356164,0.0547945205479452
Mansoor Shah,152,217,12,31,62,8.56578947368421,0.40789473684210525,0.07894736842105263
Marcelle Hanekom,141,181,8,18,49,7.702127659574468,0.3475177304964539,0.05673758865248227
Maria Ahsan,44,29,3,0,17,3.9545454545454546,0.38636363636363635,0.06818181818181818
Maria Jasvi,842,758,46,68,436,5.401425178147268,0.517814726840855,0.05463182897862233
Maria Penna,18,17,0,0,10,5.666666666666667,0.5555555555555556,0.0
Mariam Hasan,45,23,4,0,21,3.066666666666667,0.4666666666666667,0.08888888888888889
Mariam Waseem,25,29,2,0,16,6.959999999999999,0.64,0.08
Mariamma Hyder,966,807,51,69,471,5.012422360248447,0.48757763975155277,0.052795031055900624
Marica Taira,8,7,0,0,4,5.25,0.5,0.0
Marina Iqbal,80,97,2,12,30,7.2749999999999995,0.375,0.025
Mariska Kornet,149,175,6,16,54,7.046979865771813,0.3624161073825503,0.040268456375838924
Mark Bawa,25,22,5,2,12,5.279999999999999,0.48,0.2
Marsya Qistina Binti,7,8,0,1,3,6.857142857142857,0.42857142857142855,0.0
Martina Quinn,15,9,0,0,15,3.6,1.0,0.0
Marufa Akter,1751,1508,58,207,1005,5.167332952598516,0.5739577384351799,0.03312392918332382
Maryam Omar,667,533,36,46,358,4.7946026986506745,0.5367316341829086,0.053973013493253376
Maryyam Ashraf,25,19,1,1,11,4.56,0.44,0.04
Mas Elysa,693,607,41,57,339,5.255411255411255,0.48917748917748916,0.05916305916305916
Mashrafe Mortaza,9848,8924,267,1010,5246,5.437043054427295,0.5326969943135662,0.027112103980503656
Masood Jayezeh,6,17,0,3,0,17.0,0.0,0.0
Matilda Fred,17,10,1,0,13,3.5294117647058822,0.7647058823529411,0.058823529411764705
Matiullah Khan,135,190,5,25,55,8.444444444444445,0.4074074074074074,0.037037037037037035
Mayank Nagayach,153,192,2,23,57,7.529411764705882,0.37254901960784315,0.013071895424836602
Mazharul Islam,83,98,4,10,27,7.08433734939759,0.3253012048192771,0.04819277108433735
Md Nurul Huda,49,42,2,1,16,5.142857142857143,0.32653061224489793,0.04081632653061224
Md Shafiqul Haque,18,26,2,2,3,8.666666666666666,0.16666666666666666,0.1111111111111111
Md Shuayeb,38,50,4,6,12,7.894736842105264,0.3157894736842105,0.10526315789473684
Meet Bhavsar,413,394,20,40,179,5.723970944309928,0.43341404358353514,0.048426150121065374
Meghna Rajan,219,90,19,4,149,2.4657534246575343,0.680365296803653,0.0867579908675799
Meghna Singh,865,756,22,105,510,5.243930635838151,0.5895953757225434,0.025433526011560695
Mehak Thakur,30,17,3,0,15,3.4,0.5,0.1
Mehboob Ali,209,291,9,41,93,8.354066985645932,0.4449760765550239,0.0430622009569378
Mehedi Hasan Miraz,5335,4564,136,433,2537,5.132895970009372,0.47553889409559513,0.02549203373945642
Mehrab Hossain jnr,206,175,3,11,80,5.097087378640777,0.3883495145631068,0.014563106796116505
Mehran Khan,553,667,25,74,227,7.236889692585895,0.4104882459312839,0.045207956600361664
Memoona Riaz,36,22,2,0,21,3.6666666666666665,0.5833333333333334,0.05555555555555555
Mengting Liu,465,314,41,30,267,4.051612903225807,0.5741935483870968,0.08817204301075268
Merwais Shinwari,47,61,4,7,19,7.787234042553192,0.40425531914893614,0.0851063829787234
Metty Fernandes,121,80,6,4,86,3.9669421487603302,0.7107438016528925,0.049586776859504134
Mian Mehmood,12,16,1,1,3,8.0,0.25,0.08333333333333333
Mihusan Hamid,208,175,7,8,87,5.048076923076923,0.4182692307692308,0.03365384615384615
Milad Momend,296,396,26,54,107,8.027027027027026,0.3614864864864865,0.08783783783783784
Miles Hammond,37,20,2,2,25,3.243243243243243,0.6756756756756757,0.05405405405405406
Milind Kumar,947,775,42,80,498,4.910242872228088,0.5258711721224921,0.044350580781414996
Mina Baek,51,45,3,3,19,5.294117647058823,0.37254901960784315,0.058823529411764705
Mir Hamza,401,431,19,50,169,6.448877805486284,0.42144638403990026,0.04738154613466334
Mirab Razwan,380,335,21,27,183,5.2894736842105265,0.48157894736842105,0.05526315789473684
Mirab Sajjad,8,10,0,1,5,7.5,0.625,0.0
Miriam Ehsun,23,23,1,3,13,6.0,0.5652173913043478,0.043478260869565216
Mirza Ahmed,99,119,6,16,46,7.212121212121212,0.46464646464646464,0.06060606060606061
Mirza Baig,56,26,2,3,40,2.7857142857142856,0.7142857142857143,0.03571428571428571
Mirza Yaqoob,30,26,1,3,15,5.2,0.5,0.03333333333333333
Misbah-ul-Haq,24,30,0,3,7,7.5,0.2916666666666667,0.0
Moazzam Imtiaz,13,14,1,2,5,6.461538461538462,0.38461538461538464,0.07692307692307693
Mobashar Ashraf,85,108,7,10,27,7.623529411764706,0.3176470588235294,0.08235294117647059
Moe Ei Phyu,11,24,0,3,2,13.090909090909092,0.18181818181818182,0.0
Mohamed Arief,12,19,0,3,4,9.5,0.3333333333333333,0.0
Mohamed Coulibaly,51,77,2,10,25,9.058823529411764,0.49019607843137253,0.0392156862745098
Mohamed Iqbal Noor,250,207,8,31,157,4.968,0.628,0.032
Mohamed Ishmath,164,191,5,22,68,6.987804878048781,0.4146341463414634,0.03048780487804878
Mohamed Khan,316,230,12,18,191,4.367088607594937,0.6044303797468354,0.0379746835443038
Mohamed Mahfooz,369,386,17,42,168,6.276422764227642,0.45528455284552843,0.04607046070460705
Mohamed Miuvaan,25,32,0,4,11,7.68,0.44,0.0
Mohamed Rifkas,44,32,1,3,26,4.363636363636364,0.5909090909090909,0.022727272727272728
Mohamed Rishwan,14,22,0,2,5,9.428571428571429,0.35714285714285715,0.0
Mohamed Saafee,100,133,7,19,31,7.9799999999999995,0.31,0.07
Mohamed Shafeeq,1290,1452,61,183,646,6.753488372093023,0.5007751937984496,0.047286821705426356
Mohamed Shamaz,40,41,0,4,16,6.1499999999999995,0.4,0.0
Mohamed Shiyam,26,63,1,10,4,14.53846153846154,0.15384615384615385,0.038461538461538464
Mohamed Shoib,322,203,7,19,219,3.7826086956521743,0.6801242236024845,0.021739130434782608
Mohamed Turay,138,168,8,17,40,7.304347826086956,0.2898550724637681,0.057971014492753624
Mohameed Taiwo,796,826,39,91,384,6.226130653266332,0.4824120603015075,0.048994974874371856
Mohammad Aadil Alam,408,319,18,32,215,4.6911764705882355,0.5269607843137255,0.04411764705882353
Mohammad Abbas,449,378,7,44,254,5.051224944320713,0.5657015590200446,0.015590200445434299
Mohammad Abdullah,21,20,0,1,12,5.714285714285714,0.5714285714285714,0.0
Mohammad Afzal,257,234,15,18,103,5.463035019455253,0.40077821011673154,0.058365758754863814
Mohammad Ahnaff,6,15,0,2,2,15.0,0.3333333333333333,0.0
Mohammad Ahsan,140,223,8,31,39,9.557142857142857,0.2785714285714286,0.05714285714285714
Mohammad Ali,109,147,2,21,59,8.091743119266054,0.5412844036697247,0.01834862385321101
Mohammad Amin,95,100,2,15,49,6.315789473684211,0.5157894736842106,0.021052631578947368
Mohammad Amir,4413,4067,167,463,2315,5.5295717199184224,0.5245864491275776,0.03784273736687061
Mohammad Asaduzzaman,149,177,4,13,57,7.12751677852349,0.3825503355704698,0.026845637583892617
Mohammad Ashraful,547,569,16,51,213,6.2413162705667276,0.38939670932358317,0.029250457038391225
Mohammad Asif,2018,1723,56,222,1185,5.122893954410308,0.5872150644202181,0.027750247770069375
Mohammad Atif,242,193,15,15,131,4.785123966942148,0.5413223140495868,0.06198347107438017
Mohammad Ayaz,13,29,0,4,8,13.384615384615385,0.6153846153846154,0.0
Mohammad Azam,51,28,1,0,26,3.2941176470588234,0.5098039215686274,0.0196078431372549
Mohammad Boota,31,41,1,4,14,7.935483870967741,0.45161290322580644,0.03225806451612903
Mohammad Ghazanfar,644,683,29,64,256,6.363354037267081,0.39751552795031053,0.04503105590062112
Mohammad Hafeez,8567,6467,207,462,4202,4.5292401073888175,0.4904867514882689,0.024162483950040854
Mohammad Hasnain,1367,1649,49,220,602,7.237746891002194,0.4403803950256035,0.03584491587417703
Mohammad Irfan,3681,3193,106,385,2102,5.204563977180114,0.5710404781309427,0.028796522684053246
Mohammad Kamran,450,366,28,39,254,4.88,0.5644444444444444,0.06222222222222222
Mohammad Kashif,126,111,6,17,80,5.285714285714286,0.6349206349206349,0.047619047619047616
Mohammad Khalil,153,144,5,14,72,5.647058823529412,0.47058823529411764,0.032679738562091505
Mohammad Khan Rafah,97,126,10,13,29,7.793814432989691,0.29896907216494845,0.10309278350515463
Mohammad Mithun,13,12,0,1,7,5.538461538461539,0.5384615384615384,0.0
Mohammad Mohsin,72,72,4,7,27,6.0,0.375,0.05555555555555555
Mohammad Nadeem,2274,2273,83,248,1082,5.997361477572559,0.4758135444151275,0.036499560246262094
Mohammad Naveed,2983,2600,118,298,1621,5.22963459604425,0.5434126718069058,0.039557492457257794
Mohammad Nawaz,2512,2595,102,258,976,6.1982484076433115,0.3885350318471338,0.04060509554140127
Mohammad Nawaz (3),1158,1140,38,123,514,5.9067357512953365,0.4438687392055268,0.03281519861830743
Mohammad Rafique,2936,2178,55,181,1582,4.450953678474114,0.5388283378746594,0.018732970027247955
Mohammad Rizlan,35,22,0,0,25,3.771428571428572,0.7142857142857143,0.0
Mohammad Saifuddin,2181,2544,90,295,860,6.998624484181568,0.3943145346171481,0.04126547455295736
Mohammad Sami,2840,2452,94,276,1669,5.180281690140846,0.5876760563380282,0.03309859154929577
Mohammad Shahid,18,32,1,6,7,10.666666666666666,0.3888888888888889,0.05555555555555555
Mohammad Shahzad,504,530,20,62,227,6.309523809523809,0.4503968253968254,0.03968253968253968
Mohammad Shukri,274,181,5,10,154,3.9635036496350367,0.5620437956204379,0.01824817518248175
Mohammad Talha,126,147,4,21,56,7.0,0.4444444444444444,0.031746031746031744
Mohammad Tauqir,449,376,11,33,214,5.024498886414254,0.4766146993318486,0.024498886414253896
Mohammad Waheed,57,89,3,13,17,9.368421052631579,0.2982456140350877,0.05263157894736842
Mohammad Wasim,1942,2106,91,250,904,6.50669412976313,0.4654994850669413,0.04685890834191555
Mohammad Yousuf,1,0,1,0,0,0.0,0.0,1.0
Mohammed Alamgir,72,102,4,10,27,8.5,0.375,0.05555555555555555
Mohammed Asghar,110,35,6,3,88,1.9090909090909092,0.8,0.05454545454545454
Mohammed Aslam,25,20,3,2,11,4.8,0.44,0.12
Mohammed Awais,605,555,19,73,348,5.5041322314049586,0.5752066115702479,0.03140495867768595
Mohammed Faraazuddin,84,126,2,15,15,9.0,0.17857142857142858,0.023809523809523808
Mohammed Irfan,672,429,33,49,436,3.830357142857143,0.6488095238095238,0.049107142857142856
Mohammed Irshad,162,212,15,20,50,7.851851851851852,0.30864197530864196,0.09259259259259259
Mohammed Jamadar,101,91,2,5,47,5.405940594059406,0.46534653465346537,0.019801980198019802
Mohammed Nadeem,1770,1498,75,146,889,5.077966101694916,0.5022598870056497,0.0423728813559322
Mohammed Qasim,148,105,9,9,77,4.256756756756756,0.5202702702702703,0.060810810810810814
Mohammed Shami,5895,5750,242,745,3151,5.852417302798982,0.534520780322307,0.041051738761662425
Mohammed Siraj,2659,2418,95,320,1537,5.456186536291839,0.5780368559608875,0.035727717186912374
Mohsin Khan,56,73,5,11,22,7.821428571428571,0.39285714285714285,0.08928571428571429
Mohsin Zaki,61,79,3,7,16,7.770491803278689,0.26229508196721313,0.04918032786885246
Mokbul Ahammed,24,25,0,1,10,6.25,0.4166666666666667,0.0
Mominul Haque,175,169,6,17,72,5.7942857142857145,0.4114285714285714,0.03428571428571429
Mosaddek Hossain,1302,1258,31,112,545,5.797235023041475,0.4185867895545315,0.023809523809523808
Mosharraf Hossain,153,124,1,10,76,4.862745098039215,0.49673202614379086,0.006535947712418301
Moshiur Rahman,4,14,0,2,0,21.0,0.0,0.0
Mounica Chowdary,45,45,0,1,23,6.0,0.5111111111111111,0.0
Mrittunjoy Chowdhury,58,82,0,11,28,8.482758620689655,0.4827586206896552,0.0
Mubeen Tariq,14,32,0,5,5,13.714285714285714,0.35714285714285715,0.0
Mudassar Ali,26,13,2,1,18,3.0,0.6923076923076923,0.07692307692307693
Mudassar Bukhari,1862,1630,82,190,1024,5.252416756176155,0.5499462943071965,0.04403866809881848
Mudassar Muhammad,219,194,8,19,109,5.315068493150685,0.4977168949771689,0.0365296803652968
Mudassir Iqbal,192,203,10,25,92,6.34375,0.4791666666666667,0.052083333333333336
Mueez ul Hassan,8,6,2,0,3,4.5,0.375,0.25
Muhaddis Muhaddis,8,22,0,4,3,16.5,0.375,0.0
Muhammad Abbasi,105,81,5,10,58,4.628571428571429,0.5523809523809524,0.047619047619047616
Muhammad Afis,6,18,0,4,2,18.0,0.3333333333333333,0.0
Muhammad Ajmal,18,21,0,1,12,7.0,0.6666666666666666,0.0
Muhammad Akram,12,13,0,1,2,6.5,0.16666666666666666,0.0
Muhammad Amin,35,44,1,4,16,7.542857142857144,0.45714285714285713,0.02857142857142857
Muhammad Amir,576,639,42,65,223,6.65625,0.3871527777777778,0.07291666666666667
Muhammad Ansar,38,56,3,9,15,8.842105263157896,0.39473684210526316,0.07894736842105263
Muhammad Arfan,206,221,14,19,68,6.4368932038834945,0.3300970873786408,0.06796116504854369
Muhammad Asif,67,59,3,8,34,5.283582089552239,0.5074626865671642,0.04477611940298507
Muhammad Asim,665,730,29,78,270,6.586466165413534,0.40601503759398494,0.04360902255639098
Muhammad Burhan,248,281,16,29,100,6.798387096774193,0.4032258064516129,0.06451612903225806
Muhammad Fahad,72,98,1,13,26,8.166666666666666,0.3611111111111111,0.013888888888888888
Muhammad Fahim,187,221,5,30,95,7.090909090909091,0.5080213903743316,0.026737967914438502
Muhammad Farooq,348,401,17,46,147,6.913793103448276,0.4224137931034483,0.04885057471264368
Muhammad Ghous,911,706,26,66,492,4.649835345773875,0.54006586169045,0.02854006586169045
Muhammad Hafiz,61,35,1,6,48,3.4426229508196724,0.7868852459016393,0.01639344262295082
Muhammad Hashim,36,14,1,1,26,2.3333333333333335,0.7222222222222222,0.027777777777777776
Muhammad Jabir,729,885,31,100,328,7.283950617283951,0.4499314128943759,0.04252400548696845
Muhammad Jawadullah,1349,1545,67,189,624,6.87175685693106,0.4625648628613788,0.04966641957005189
Muhammad Kashif,276,330,14,32,100,7.173913043478261,0.36231884057971014,0.050724637681159424
Muhammad Moiz,312,408,25,52,129,7.846153846153846,0.41346153846153844,0.08012820512820513
Muhammad Murad,723,786,37,101,330,6.522821576763485,0.45643153526970953,0.051175656984785614
Muhammad Musa,147,164,2,24,73,6.6938775510204085,0.4965986394557823,0.013605442176870748
Muhammad Nadeem,119,120,9,12,49,6.050420168067228,0.4117647058823529,0.07563025210084033
Muhammad Nadir,1259,1095,62,99,627,5.218427323272438,0.4980142970611596,0.04924543288324067
Muhammad Rohid,470,539,22,68,211,6.8808510638297875,0.44893617021276594,0.04680851063829787
Muhammad Saeed,6,8,0,1,2,8.0,0.3333333333333333,0.0
Muhammad Saleem,19,9,1,0,13,2.8421052631578947,0.6842105263157895,0.05263157894736842
Muhammad Salman,320,341,16,35,133,6.39375,0.415625,0.05
Muhammad Saqib,104,158,5,22,36,9.115384615384617,0.34615384615384615,0.04807692307692308
Muhammad Saqlain,293,346,21,42,144,7.085324232081911,0.49146757679180886,0.07167235494880546
Muhammad Shahdad,61,45,0,4,30,4.426229508196721,0.4918032786885246,0.0
Muhammad Shoaib Ahmed,156,166,10,14,66,6.384615384615385,0.4230769230769231,0.0641025641025641
Muhammad Siddiqui,256,322,13,42,115,7.546875,0.44921875,0.05078125
Muhammad Tahir,18,21,2,3,6,7.0,0.3333333333333333,0.1111111111111111
Muhammad Tanveer,491,467,13,43,237,5.706720977596742,0.48268839103869654,0.026476578411405296
Muhammad Usman,129,139,5,14,53,6.465116279069767,0.4108527131782946,0.03875968992248062
Muhammad Wafiq,1356,1360,48,152,699,6.017699115044247,0.5154867256637168,0.035398230088495575
Muhammad Younis,7,13,0,2,3,11.142857142857142,0.42857142857142855,0.0
Muhammad Zafar Khan,6,4,1,0,3,4.0,0.5,0.16666666666666666
Muhammad Zaghlool,12,20,0,3,3,10.0,0.25,0.0
Muhammad Zohaib,30,18,1,1,18,3.6,0.6,0.03333333333333333
Muhammed Imran,87,95,6,14,41,6.551724137931035,0.47126436781609193,0.06896551724137931
Muhammed Manga,11,20,0,2,6,10.90909090909091,0.5454545454545454,0.0
Muhammed Turkmen,67,76,4,6,32,6.8059701492537314,0.47761194029850745,0.05970149253731343
Muhammet Bicer,9,5,0,0,7,3.3333333333333335,0.7777777777777778,0.0
Muhammet Kursat,35,39,3,4,23,6.685714285714286,0.6571428571428571,0.08571428571428572
Mujeeb-ur-Rehman,756,779,24,88,339,6.182539682539683,0.44841269841269843,0.031746031746031744
Mujibur Ali,180,160,3,12,79,5.333333333333333,0.4388888888888889,0.016666666666666666
Mukesh Kumar,532,614,24,87,264,6.924812030075188,0.49624060150375937,0.045112781954887216
Muktar Ali,12,17,0,2,3,8.5,0.25,0.0
Munir Dar,303,317,20,32,111,6.2772277227722775,0.36633663366336633,0.066006600660066
Murat Ipek,8,4,0,0,7,3.0,0.875,0.0
Murat Yilmaz,81,108,5,13,23,8.0,0.2839506172839506,0.06172839506172839
Murid Ekrami,354,405,18,45,152,6.864406779661017,0.4293785310734463,0.05084745762711865
Murtaza Yamin,18,29,0,6,8,9.666666666666666,0.4444444444444444,0.0
Musa Ahmed,6,5,0,0,1,5.0,0.16666666666666666,0.0
Musa Shaheen,6,10,0,1,1,10.0,0.16666666666666666,0.0
Musaddiq Ahmed,92,108,4,8,25,7.0434782608695645,0.2717391304347826,0.043478260869565216
Musawar Shah,474,367,17,40,265,4.6455696202531644,0.5590717299578059,0.035864978902953586
Musfirah Nur Ainaa,12,17,0,4,7,8.5,0.5833333333333334,0.0
Mushfiqur Rahman,652,509,8,61,406,4.684049079754601,0.6226993865030674,0.012269938650306749
Mushtaq Ahmed,60,66,0,9,25,6.6,0.4166666666666667,0.0
Muslim Yar,923,1013,55,98,341,6.585048754062838,0.3694474539544962,0.059588299024918745
Mustafa Atmaca,6,14,1,2,1,14.0,0.16666666666666666,0.16666666666666666
Mustafa Balkis,6,9,0,1,3,9.0,0.5,0.0
Mustafa Omer,19,29,0,5,11,9.157894736842106,0.5789473684210527,0.0
Mustafizur Rahman,7900,7645,334,877,3888,5.8063291139240505,0.4921518987341772,0.04227848101265823
Mustapha Suwareh,22,52,1,6,3,14.181818181818182,0.13636363636363635,0.045454545454545456
Mustapha Yusuf,87,122,3,19,40,8.413793103448276,0.45977011494252873,0.034482758620689655
Muzaffar Mujeed,6,10,0,1,2,10.0,0.3333333333333333,0.0
Muzahir Raza,222,209,10,27,128,5.648648648648648,0.5765765765765766,0.04504504504504504
Muzamil Sherzad,18,15,0,2,13,5.0,0.7222222222222222,0.0
Muzammil Shahzad,30,36,3,5,10,7.2,0.3333333333333333,0.1
Myat Thu Aung,21,29,3,4,7,8.285714285714286,0.3333333333333333,0.14285714285714285
N Advani,69,82,5,9,19,7.130434782608695,0.2753623188405797,0.07246376811594203
N Ahir,97,157,2,22,39,9.711340206185566,0.4020618556701031,0.020618556701030927
N Anand,21,36,0,6,6,10.285714285714286,0.2857142857142857,0.0
N Asuramanage,139,152,3,16,62,6.561151079136691,0.4460431654676259,0.02158273381294964
N Balasooriya,387,308,9,27,188,4.775193798449612,0.48578811369509045,0.023255813953488372
N Baneti,7,9,0,1,3,7.7142857142857135,0.42857142857142855,0.0
N Benjamin,283,230,17,22,142,4.876325088339223,0.5017667844522968,0.06007067137809187
N Bidaisee,53,62,3,6,19,7.018867924528301,0.3584905660377358,0.05660377358490566
N Boje,957,743,21,56,489,4.658307210031348,0.5109717868338558,0.0219435736677116
N Boochatham,2870,1922,157,172,1652,4.0181184668989545,0.5756097560975609,0.05470383275261324
N Brown,365,309,5,48,238,5.079452054794521,0.6520547945205479,0.0136986301369863
N Burger,784,841,28,109,423,6.436224489795919,0.5395408163265306,0.03571428571428571
N Caruana,116,55,8,1,86,2.844827586206897,0.7413793103448276,0.06896551724137931
N Chabula,90,89,4,1,38,5.933333333333334,0.4222222222222222,0.044444444444444446
N Chaiwai,12,5,0,0,7,2.5,0.5833333333333334,0.0
N Chantam,123,94,11,8,66,4.585365853658536,0.5365853658536586,0.08943089430894309
N Choden,159,108,10,6,76,4.0754716981132075,0.4779874213836478,0.06289308176100629
N D'souza,66,48,1,5,43,4.363636363636363,0.6515151515151515,0.015151515151515152
N David,98,25,5,3,81,1.5306122448979593,0.826530612244898,0.05102040816326531
N Davidovic,45,53,4,6,16,7.066666666666666,0.35555555555555557,0.08888888888888889
N Deonarine,453,455,5,39,179,6.026490066225166,0.39514348785871967,0.011037527593818985
N Dutta,2301,1649,84,138,1250,4.29986962190352,0.5432420686657975,0.03650586701434159
N Fernandes,326,311,5,34,146,5.7239263803680975,0.44785276073619634,0.015337423312883436
N Gnanapragasam,25,33,0,4,12,7.919999999999999,0.48,0.0
N Gumaliyele,49,36,1,2,36,4.408163265306123,0.7346938775510204,0.02040816326530612
N Gwanzura,376,370,22,45,178,5.904255319148937,0.4734042553191489,0.05851063829787234
N Harman,342,321,8,28,160,5.631578947368421,0.4678362573099415,0.023391812865497075
N Harvey,397,296,10,26,204,4.473551637279597,0.5138539042821159,0.02518891687657431
N Hirani,54,60,5,6,18,6.666666666666667,0.3333333333333333,0.09259259259259259
N Holland,476,517,12,55,216,6.5168067226890765,0.453781512605042,0.025210084033613446
N Ifill,79,90,0,11,36,6.8354430379746836,0.45569620253164556,0.0
N Ihmeling,16,11,0,0,10,4.125,0.625,0.0
N Jagadish,98,84,4,8,59,5.142857142857143,0.6020408163265306,0.04081632653061224
N Joshi,8,4,0,0,6,3.0,0.75,0.0
N Kakor,26,18,1,1,20,4.153846153846154,0.7692307692307693,0.038461538461538464
N Kayani,34,26,4,1,19,4.588235294117647,0.5588235294117647,0.11764705882352941
N Khumalo,90,122,3,10,34,8.133333333333333,0.37777777777777777,0.03333333333333333
N Konchan,30,25,0,3,16,5.0,0.5333333333333333,0.0
N Krishna,187,264,13,26,61,8.470588235294118,0.32620320855614976,0.06951871657754011
N Liyanage,113,102,6,5,57,5.415929203539823,0.504424778761062,0.05309734513274336
N M'shangwe,321,307,6,33,151,5.738317757009346,0.470404984423676,0.018691588785046728
N Mabila,339,316,10,21,193,5.592920353982301,0.5693215339233039,0.029498525073746312
N Madziva,680,763,28,85,307,6.732352941176471,0.4514705882352941,0.041176470588235294
N Magagula,51,74,1,5,21,8.705882352941176,0.4117647058823529,0.0196078431372549
N Mamba,119,126,4,11,55,6.352941176470589,0.46218487394957986,0.03361344537815126
N Mapunda,7,9,1,1,2,7.7142857142857135,0.2857142857142857,0.14285714285714285
N Master,324,210,14,17,202,3.888888888888889,0.6234567901234568,0.043209876543209874
N McAndrew,1071,1019,33,120,576,5.708683473389356,0.5378151260504201,0.03081232492997199
N Miyaji,127,112,4,15,80,5.291338582677165,0.6299212598425197,0.031496062992125984
N Mlaba,4076,3673,143,407,1985,5.406771344455348,0.48699705593719333,0.03508341511285574
N Mokoena,67,79,3,8,28,7.074626865671642,0.417910447761194,0.04477611940298507
N Mugabe,12,14,0,2,4,7.0,0.3333333333333333,0.0
N Mutasa,433,375,19,50,252,5.196304849884526,0.581986143187067,0.04387990762124711
