bowler,total_balls,total_runs,total_wickets,boundaries_conceded,dots,economy,dot_pct,wicket_rate
BL Kotze,321,316,7,33,147,5.906542056074766,0.45794392523364486,0.021806853582554516
BL Morgan,16,10,1,1,9,3.75,0.5625,0.0625
BM Anusha,65,57,2,4,37,5.2615384615384615,0.5692307692307692,0.03076923076923077
BM Cliff,575,574,20,88,314,5.989565217391305,0.5460869565217391,0.034782608695652174
BM Halliday,428,410,18,38,184,5.747663551401869,0.42990654205607476,0.04205607476635514
BM Hope,263,320,6,34,94,7.3003802281368815,0.3574144486692015,0.022813688212927757
BM Scholtz,6761,4764,252,401,3733,4.227776956071588,0.5521372578021003,0.037272592811714245
BM Tickner,1156,1393,48,186,506,7.2301038062283745,0.43771626297577854,0.04152249134948097
BM Wheeler,459,537,18,78,237,7.019607843137255,0.5163398692810458,0.0392156862745098
BMA Mbida,388,362,13,28,227,5.597938144329897,0.5850515463917526,0.03350515463917526
BMAJ Mendis,2023,1835,55,133,808,5.442412259021255,0.3994068215521503,0.02718734552644587
BMJ Allison,1409,1297,38,151,738,5.523066004258339,0.5237757274662882,0.0269694819020582
BMR Akram,12,24,0,5,4,12.0,0.3333333333333333,0.0
BMSM Kumari,3322,3061,104,316,1514,5.528597230583986,0.4557495484647803,0.031306441902468396
BN Toube,230,316,14,44,98,8.243478260869566,0.4260869565217391,0.06086956521739131
BO Coad,2046,1466,59,177,1275,4.299120234604105,0.6231671554252199,0.028836754643206255
BO van Rooi,130,123,1,11,70,5.676923076923076,0.5384615384615384,0.007692307692307693
BOP Fernando,12,16,0,1,2,8.0,0.16666666666666666,0.0
BP Adapaka,234,274,10,24,88,7.0256410256410255,0.37606837606837606,0.042735042735042736
BP Kruger,21,23,0,4,10,6.571428571428571,0.47619047619047616,0.0
BP Loots,188,227,2,28,77,7.24468085106383,0.4095744680851064,0.010638297872340425
BP Nash,30,33,0,2,8,6.6,0.26666666666666666,0.0
BR Dorey,169,147,2,20,110,5.218934911242603,0.650887573964497,0.011834319526627219
BRM Taylor,292,300,5,24,113,6.164383561643836,0.386986301369863,0.017123287671232876
BS Adhihetty,37,21,3,1,19,3.4054054054054053,0.5135135135135135,0.08108108108108109
BS Bartley,103,186,3,22,28,10.834951456310678,0.27184466019417475,0.02912621359223301
BS Stephenson,154,176,7,18,73,6.857142857142857,0.474025974025974,0.045454545454545456
BT Slater,27,36,0,5,9,8.0,0.3333333333333333,0.0
BTJ Wheal,2363,2321,91,299,1234,5.893355903512484,0.5222175201015659,0.038510368176047395
BV Sears,732,905,42,116,294,7.418032786885246,0.4016393442622951,0.05737704918032787
BV Vitori,1367,1402,40,172,685,6.153621068032187,0.5010972933430871,0.029261155815654718
BW Aitchison,917,802,29,104,494,5.247546346782988,0.5387131952017448,0.03162486368593239
BW Harmison,103,80,4,5,47,4.660194174757281,0.4563106796116505,0.038834951456310676
BW Hilfenhaus,1438,1262,42,151,829,5.2656467315716275,0.5764951321279554,0.02920723226703755
BW Sanderson,1964,1700,63,193,1084,5.193482688391039,0.5519348268839104,0.03207739307535642
BWM Mike,883,1023,31,122,414,6.951302378255946,0.46885617214043035,0.035107587768969425
BYA Mendis,21,11,0,0,13,3.142857142857143,0.6190476190476191,0.0
Babar Ali,293,164,10,13,195,3.358361774744027,0.6655290102389079,0.034129692832764506
Babar Hayat,6,9,0,2,3,9.0,0.5,0.0
Badal Singh,112,99,0,11,66,5.303571428571428,0.5892857142857143,0.0
Bakhtiar Tahiri,86,130,3,17,32,9.069767441860465,0.37209302325581395,0.03488372093023256
Bakhtyar Nabi,68,61,3,5,30,5.38235294117647,0.4411764705882353,0.04411764705882353
Baljinder Singh,18,29,1,5,5,9.666666666666666,0.2777777777777778,0.05555555555555555
Baljit Singh,172,155,9,11,73,5.406976744186046,0.42441860465116277,0.05232558139534884
Baseer Khan,52,37,5,3,29,4.269230769230769,0.5576923076923077,0.09615384615384616
Bashar Khan,77,52,6,3,42,4.0519480519480515,0.5454545454545454,0.07792207792207792
Basharat Hussain,69,104,1,11,16,9.043478260869565,0.2318840579710145,0.014492753623188406
Bashir Ahmad,12,36,0,6,2,18.0,0.16666666666666666,0.0
Bashir Shah,1396,1014,59,112,817,4.358166189111748,0.585243553008596,0.042263610315186245
Basil Hameed,1918,1599,84,144,939,5.00208550573514,0.48957247132429615,0.043795620437956206
Basir Ahamad,135,101,4,10,71,4.488888888888889,0.5259259259259259,0.02962962962962963
Basiru Jaye,45,67,1,6,16,8.933333333333334,0.35555555555555557,0.022222222222222223
Bastaki Fahad,20,22,1,2,10,6.6,0.5,0.05
Bastaki Mahmoud,6,8,1,2,3,8.0,0.5,0.16666666666666666
Baz Aybui,125,140,8,12,42,6.720000000000001,0.336,0.064
Bazid Khan,13,11,0,0,4,5.0769230769230775,0.3076923076923077,0.0
Bhargav Narasimha,39,56,2,6,10,8.615384615384615,0.2564102564102564,0.05128205128205128
Bhumeshswar Jagroo,16,17,0,1,7,6.375,0.4375,0.0
Bibina Baby,29,34,0,4,20,7.03448275862069,0.6896551724137931,0.0
Bikram Sob,166,146,6,15,94,5.27710843373494,0.5662650602409639,0.03614457831325301
Bilal Aftab,12,14,1,2,5,7.0,0.4166666666666667,0.08333333333333333
Bilal Ahmad Mir,138,195,11,26,48,8.478260869565217,0.34782608695652173,0.07971014492753623
Bilal Ahmed,68,80,4,7,22,7.0588235294117645,0.3235294117647059,0.058823529411764705
Bilal Asif,133,96,5,8,64,4.330827067669173,0.48120300751879697,0.03759398496240601
Bilal Hassun,1133,1216,68,140,592,6.439541041482789,0.5225066195939982,0.06001765225066196
Bilal Khan,5244,4579,262,532,2876,5.239130434782608,0.5484363081617086,0.04996186117467582
Bilal Mansoor,64,38,3,3,47,3.5625,0.734375,0.046875
Bilal Masud,171,189,12,20,76,6.631578947368421,0.4444444444444444,0.07017543859649122
Bilal Muhammad,548,586,31,61,258,6.416058394160585,0.4708029197080292,0.05656934306569343
Bilal Safdar,66,63,3,5,25,5.7272727272727275,0.3787878787878788,0.045454545454545456
Bilal Shah,12,18,0,2,2,9.0,0.16666666666666666,0.0
Bilal Tahir,125,110,6,8,48,5.28,0.384,0.048
Bilal Zalmai,1069,1227,53,121,395,6.886810102899907,0.3695042095416277,0.04957904583723106
Bilawal Bhatti,569,681,13,91,258,7.1810193321616875,0.45342706502636204,0.022847100175746926
Bipin Kumar,172,234,3,31,70,8.162790697674419,0.4069767441860465,0.01744186046511628
Bismah Maroof,1316,1133,46,86,560,5.165653495440729,0.425531914893617,0.034954407294832825
Bukhar Illikkal,171,197,5,17,57,6.912280701754386,0.3333333333333333,0.029239766081871343
C Abel,756,625,38,56,394,4.9603174603174605,0.5211640211640212,0.05026455026455026
C Agafili,46,35,2,4,30,4.565217391304348,0.6521739130434783,0.043478260869565216
C Anayo,13,8,0,0,7,3.6923076923076925,0.5384615384615384,0.0
C Anderson,187,170,5,21,107,5.454545454545454,0.5721925133689839,0.026737967914438502
C Appel,24,22,1,2,15,5.5,0.625,0.041666666666666664
C Aweko,2099,1429,134,126,1144,4.08480228680324,0.5450214387803716,0.06383992377322535
C Bah,374,405,12,42,167,6.497326203208556,0.446524064171123,0.03208556149732621
C Battage,84,105,0,14,39,7.5,0.4642857142857143,0.0
C Beckford,92,93,7,10,44,6.065217391304348,0.4782608695652174,0.07608695652173914
C Bevin,59,94,2,12,24,9.559322033898304,0.4067796610169492,0.03389830508474576
C Bosch,1046,1278,47,163,433,7.330783938814531,0.41395793499043976,0.044933078393881457
C Boyle,131,120,4,7,66,5.4961832061068705,0.5038167938931297,0.030534351145038167
C Breteche,98,71,5,5,57,4.346938775510204,0.5816326530612245,0.05102040816326531
C Brewer,142,115,8,11,89,4.859154929577465,0.6267605633802817,0.056338028169014086
C Brits,9,5,0,0,8,3.3333333333333335,0.8888888888888888,0.0
C Bull,501,423,24,42,275,5.065868263473054,0.5489021956087824,0.04790419161676647
C Burgess,6,4,0,0,4,4.0,0.6666666666666666,0.0
C Bwanali,141,125,7,9,60,5.319148936170213,0.425531914893617,0.04964539007092199
C Campher,3160,3212,105,375,1517,6.09873417721519,0.4800632911392405,0.03322784810126582
C Carmichael,97,100,4,15,59,6.185567010309278,0.6082474226804123,0.041237113402061855
C Cassell,400,435,13,53,199,6.5249999999999995,0.4975,0.0325
C Cato,76,92,3,14,40,7.2631578947368425,0.5263157894736842,0.039473684210526314
C Chatonzwa,634,597,26,72,290,5.649842271293375,0.45741324921135645,0.04100946372239748
C Chatphaisan,142,142,9,16,66,6.0,0.4647887323943662,0.06338028169014084
C Chukwuonye,158,106,15,6,91,4.025316455696203,0.5759493670886076,0.0949367088607595
C Cirino,33,37,1,3,15,6.7272727272727275,0.45454545454545453,0.030303030303030304
C Cirlig,54,63,1,4,27,7.0,0.5,0.018518518518518517
C Connolly,511,540,12,58,196,6.34050880626223,0.3835616438356164,0.023483365949119372
C Dickson,305,342,13,36,124,6.727868852459016,0.4065573770491803,0.04262295081967213
C Dissanayake,423,324,9,30,231,4.595744680851064,0.5460992907801419,0.02127659574468085
C Floyd,447,423,6,45,207,5.677852348993288,0.46308724832214765,0.013422818791946308
C Forshaw,226,318,21,44,73,8.442477876106196,0.3230088495575221,0.09292035398230089
C George,13,20,0,3,5,9.230769230769232,0.38461538461538464,0.0
C Gomez,87,148,1,19,33,10.206896551724139,0.3793103448275862,0.011494252873563218
C Green,1370,1429,38,178,652,6.258394160583942,0.4759124087591241,0.027737226277372264
C Greenshields,38,30,5,0,11,4.736842105263158,0.2894736842105263,0.13157894736842105
C Gunasekara,264,234,6,24,148,5.318181818181818,0.5606060606060606,0.022727272727272728
C Gwilliam-Lopez,19,19,1,2,8,6.0,0.42105263157894735,0.05263157894736842
C Heenatigala,68,81,4,12,29,7.147058823529411,0.4264705882352941,0.058823529411764705
C Hemraj,7,9,0,1,3,7.7142857142857135,0.42857142857142855,0.0
C Henery,167,140,11,9,85,5.02994011976048,0.5089820359281437,0.0658682634730539
C Hinze,625,549,40,60,329,5.2703999999999995,0.5264,0.064
C Howell,61,38,1,3,39,3.737704918032787,0.639344262295082,0.01639344262295082
C Isaac,73,43,1,6,55,3.534246575342466,0.7534246575342466,0.0136986301369863
C Janik,333,243,8,25,192,4.378378378378378,0.5765765765765766,0.024024024024024024
C Jayathilake,50,65,2,12,26,7.8,0.52,0.04
C Jennings,76,66,4,5,42,5.210526315789474,0.5526315789473685,0.05263157894736842
C Karunaratne,1982,2041,65,205,878,6.178607467204844,0.4429868819374369,0.03279515640766902
C Kauripeke,18,0,1,0,17,0.0,0.9444444444444444,0.05555555555555555
C Kellaway,140,110,5,6,58,4.714285714285714,0.4142857142857143,0.03571428571428571
C Kelly,208,215,2,28,100,6.2019230769230775,0.4807692307692308,0.009615384615384616
C Kyewuta,1457,1430,80,166,780,5.888812628689087,0.5353466026080989,0.05490734385724091
C Lenyatsa,26,24,2,1,8,5.538461538461539,0.3076923076923077,0.07692307692307693
C Liebenberg,12,14,0,3,7,7.0,0.5833333333333334,0.0
C Lokuge,192,129,10,8,128,4.03125,0.6666666666666666,0.052083333333333336
C Magaia,153,138,14,11,84,5.411764705882353,0.5490196078431373,0.0915032679738562
C Mahamalage,524,471,27,44,262,5.393129770992367,0.5,0.05152671755725191
C McKerr,1764,1781,59,222,847,6.057823129251701,0.4801587301587302,0.03344671201814059
C Miles,15,20,0,1,9,8.0,0.6,0.0
C Milner,30,41,0,4,13,8.2,0.43333333333333335,0.0
C Moyo,52,53,0,4,22,6.115384615384616,0.4230769230769231,0.0
C Munoz-Mills,43,43,1,4,18,6.0,0.4186046511627907,0.023255813953488372
C Munro,682,669,13,63,285,5.885630498533724,0.4178885630498534,0.01906158357771261
C Murray,2665,2679,109,275,1107,6.031519699812383,0.4153846153846154,0.04090056285178236
C Murrombe,122,154,7,9,36,7.5737704918032795,0.29508196721311475,0.05737704918032787
C Mutasa,79,105,1,13,36,7.974683544303798,0.45569620253164556,0.012658227848101266
C Namugenyi,111,85,2,10,68,4.594594594594595,0.6126126126126126,0.018018018018018018
C Nicholas,456,407,11,48,255,5.355263157894737,0.5592105263157895,0.02412280701754386
C Nimesh,36,48,0,5,12,8.0,0.3333333333333333,0.0
C Noel,25,23,0,3,18,5.52,0.72,0.0
C Olphert,312,309,10,37,171,5.9423076923076925,0.5480769230769231,0.03205128205128205
C Ostergaard,219,179,10,13,122,4.904109589041096,0.5570776255707762,0.045662100456621
C Outerbridge,442,355,20,32,231,4.819004524886878,0.5226244343891403,0.04524886877828054
C Overton,2416,2209,75,250,1248,5.48592715231788,0.5165562913907285,0.031043046357615893
C Pavely,636,502,23,44,320,4.735849056603773,0.5031446540880503,0.036163522012578615
C Peake,115,110,2,8,45,5.739130434782608,0.391304347826087,0.017391304347826087
C Pengkumta,424,474,22,56,189,6.7075471698113205,0.44575471698113206,0.05188679245283019
C Perry,336,315,17,30,182,5.625,0.5416666666666666,0.050595238095238096
C Pervez,1258,924,39,94,781,4.406995230524642,0.6208267090620032,0.031001589825119236
C Piparo,7,9,1,1,2,7.7142857142857135,0.2857142857142857,0.14285714285714285
C Prasad,160,110,13,6,79,4.125,0.49375,0.08125
C Prathyusha,56,60,1,8,22,6.428571428571428,0.39285714285714285,0.017857142857142856
C Raack,553,452,24,38,266,4.904159132007233,0.4810126582278481,0.0433996383363472
C Roberts,38,60,4,9,13,9.473684210526317,0.34210526315789475,0.10526315789473684
C Robertson,566,478,12,53,308,5.06713780918728,0.5441696113074205,0.02120141342756184
C Robinson,37,42,1,5,15,6.8108108108108105,0.40540540540540543,0.02702702702702703
C Rububagumya,1046,1307,63,140,394,7.497131931166348,0.37667304015296366,0.06022944550669216
C Rumistrzewicz,556,441,42,34,231,4.758992805755396,0.4154676258992806,0.07553956834532374
C Rushworth,2714,2344,86,280,1484,5.18201915991157,0.5467943994104643,0.03168754605747973
C Sakariya,74,69,3,9,40,5.594594594594595,0.5405405405405406,0.04054054054054054
C Sandaru,128,93,8,8,65,4.359375,0.5078125,0.0625
C Sawad,30,25,1,3,16,5.0,0.5333333333333333,0.03333333333333333
C Sewsunker,108,166,1,19,53,9.222222222222221,0.49074074074074076,0.009259259259259259
C Shivakumar,48,74,0,10,19,9.25,0.3958333333333333,0.0
C Skelton,1921,1585,60,155,939,4.9505465903175425,0.4888079125455492,0.031233732431025507
C Smith,87,91,4,7,34,6.275862068965517,0.39080459770114945,0.04597701149425287
C Sosa,322,237,16,11,187,4.416149068322982,0.5807453416149069,0.049689440993788817
C Sridev,83,110,6,12,23,7.951807228915662,0.27710843373493976,0.07228915662650602
C Stow,103,145,2,18,26,8.446601941747572,0.2524271844660194,0.019417475728155338
C Sudarsanan,16,25,0,4,7,9.375,0.4375,0.0
C Sully,171,212,6,29,66,7.43859649122807,0.38596491228070173,0.03508771929824561
C Sutthiruang,2607,1941,108,219,1586,4.4672036823935555,0.6083621020329881,0.04142692750287687
C Tchale,187,262,7,30,70,8.406417112299465,0.37433155080213903,0.0374331550802139
C Thompson,77,51,1,3,52,3.974025974025974,0.6753246753246753,0.012987012987012988
C Trott,304,277,3,23,147,5.467105263157895,0.48355263157894735,0.009868421052631578
C Udekwe,500,453,30,47,277,5.436,0.554,0.06
C Umutonni,12,11,0,1,5,5.5,0.4166666666666667,0.0
C Valente,96,92,2,9,51,5.75,0.53125,0.020833333333333332
C Viljoen,1144,949,51,92,598,4.9772727272727275,0.5227272727272727,0.044580419580419584
C Waiswa,515,488,23,59,282,5.6854368932038835,0.5475728155339806,0.04466019417475728
C Webb,12,12,0,1,5,6.0,0.4166666666666667,0.0
C White,273,181,10,18,165,3.978021978021978,0.6043956043956044,0.03663003663003663
C Wickramasinghe,101,123,2,16,43,7.306930693069307,0.42574257425742573,0.019801980198019802
C Wijesinghe,723,594,32,62,444,4.929460580912863,0.6141078838174274,0.04426002766251729
C Wright,1139,1111,50,127,587,5.852502194907814,0.5153643546971027,0.043898156277436345
C Wyngaard,6,8,0,2,4,8.0,0.6666666666666666,0.0
C Zavoiu,50,68,3,8,20,8.16,0.4,0.06
C Zhou,13,19,0,1,6,8.76923076923077,0.46153846153846156,0.0
C Zhuwao,31,37,0,7,18,7.161290322580645,0.5806451612903226,0.0
C de Grandhomme,1905,1713,44,172,921,5.395275590551181,0.48346456692913387,0.023097112860892388
C de Lange,2412,1983,104,169,1151,4.932835820895522,0.4771973466003317,0.04311774461028192
C van der Westhuizen,117,47,6,4,87,2.41025641025641,0.7435897435897436,0.05128205128205128
CA Henry,2525,2251,70,272,1400,5.348910891089109,0.5544554455445545,0.027722772277227723
CA Ingram,911,918,22,86,372,6.046103183315038,0.4083424807903403,0.024149286498353458
CA Keita,44,54,5,4,12,7.363636363636364,0.2727272727272727,0.11363636363636363
CA Liyanage,6,14,0,2,0,14.0,0.0,0.0
CA Reid,81,64,1,9,53,4.7407407407407405,0.654320987654321,0.012345679012345678
CA Soper,3466,2751,122,260,1940,4.762261973456434,0.5597230236583959,0.03519907674552799
CA Vidler,96,107,5,16,53,6.6875,0.5520833333333334,0.052083333333333336
CA Young,4718,4783,200,612,2414,6.082662144976685,0.5116574819838915,0.0423908435777872
CAH Stevenson,803,771,29,85,423,5.760896637608966,0.526774595267746,0.0361145703611457
CAJ Meschede,1214,1110,23,104,529,5.485996705107084,0.4357495881383855,0.018945634266886325
CAJ Morris,1494,1453,39,197,772,5.835341365461847,0.5167336010709505,0.02610441767068273
CAK Rajitha,1667,1878,52,259,856,6.7594481103779245,0.5134973005398921,0.03119376124775045
CAL Davis,19,25,1,3,7,7.894736842105264,0.3684210526315789,0.05263157894736842
CAW Jeffers,118,118,3,10,51,6.0,0.4322033898305085,0.025423728813559324
CB Lambert,62,66,0,6,29,6.387096774193548,0.46774193548387094,0.0
CB Mpofu,3766,3814,94,470,1998,6.0764737121614445,0.5305363781200212,0.02496016994158258
CB Roposo,259,281,19,29,103,6.50965250965251,0.39768339768339767,0.07335907335907337
CB Sole,2089,1944,82,229,1199,5.583532790809,0.5739588319770225,0.03925323121110579
CBRLS Kumara,1869,2124,80,268,891,6.818619582664526,0.4767255216693419,0.042803638309256285
CC Alexander,28,24,0,2,10,5.142857142857142,0.35714285714285715,0.0
CC Blake,530,498,20,70,312,5.637735849056604,0.5886792452830188,0.03773584905660377
CC van Slobbe,267,239,13,18,134,5.370786516853933,0.50187265917603,0.04868913857677903
CD Barnwell,38,51,1,4,10,8.052631578947368,0.2631578947368421,0.02631578947368421
CD Collymore,1868,1311,35,124,1146,4.210920770877944,0.6134903640256959,0.01873661670235546
CD Mboe,41,21,4,2,28,3.073170731707317,0.6829268292682927,0.0975609756097561
CD McMillan,462,425,13,40,203,5.51948051948052,0.4393939393939394,0.02813852813852814
CD Nash,362,386,3,35,125,6.397790055248619,0.3453038674033149,0.008287292817679558
CD de Lange,622,581,30,50,262,5.604501607717042,0.4212218649517685,0.04823151125401929
CDJ Dent,177,178,5,14,70,6.033898305084746,0.3954802259887006,0.02824858757062147
CE Bennett,335,291,13,38,191,5.2119402985074625,0.5701492537313433,0.03880597014925373
CE Dean,5361,4359,207,449,2822,4.878567431449357,0.5263943294161537,0.03861219921656407
CE McConchie,451,517,16,54,169,6.878048780487805,0.37472283813747226,0.03547671840354767
CE Shreck,314,239,10,26,185,4.56687898089172,0.589171974522293,0.03184713375796178
CF Hartley,279,266,7,27,124,5.720430107526882,0.4444444444444444,0.025089605734767026
CF Hughes,7,21,0,2,0,18.0,0.0,0.0
CF Parkinson,617,637,6,59,240,6.194489465153971,0.3889789303079417,0.009724473257698542
CF Snyman,253,260,7,31,136,6.16600790513834,0.5375494071146245,0.02766798418972332
CG Harrison,344,328,5,32,161,5.720930232558139,0.4680232558139535,0.014534883720930232
CG Osborne,24,33,3,3,3,8.25,0.125,0.125
CG Steenstra Toussaint,39,27,0,2,29,4.153846153846154,0.7435897435897436,0.0
CG Williams,1542,1264,54,117,814,4.918287937743191,0.5278858625162127,0.03501945525291829
CH Abeyratne,67,87,1,7,29,7.791044776119404,0.43283582089552236,0.014925373134328358
CH Gayle,4911,4020,132,230,2190,4.911423335369578,0.44593769089798413,0.02687843616371411
CH Morris,2432,2468,82,310,1210,6.088815789473684,0.4975328947368421,0.033717105263157895
CH Stobo,756,597,21,63,431,4.738095238095238,0.5701058201058201,0.027777777777777776
CH van Koolwijk,22,21,1,2,10,5.7272727272727275,0.45454545454545453,0.045454545454545456
CI Manidom,147,135,10,17,77,5.510204081632653,0.5238095238095238,0.06802721088435375
CJ Ana,71,68,1,7,52,5.746478873239436,0.7323943661971831,0.014084507042253521
CJ Anderson,1952,2096,79,238,861,6.442622950819673,0.4410860655737705,0.04047131147540984
CJ Bodenstein,589,474,32,54,341,4.828522920203735,0.5789473684210527,0.05432937181663837
CJ Boyce,138,152,8,14,40,6.608695652173913,0.2898550724637681,0.057971014492753624
CJ Chibhabha,1665,1703,43,190,791,6.136936936936937,0.47507507507507507,0.025825825825825825
CJ Dala,363,480,15,67,152,7.933884297520661,0.418732782369146,0.04132231404958678
CJ Delany,35,61,0,7,17,10.457142857142857,0.4857142857142857,0.0
CJ Dias,180,156,8,11,89,5.2,0.49444444444444446,0.044444444444444446
CJ Erkelens,38,25,3,2,23,3.947368421052632,0.6052631578947368,0.07894736842105263
CJ Gannon,352,302,12,33,197,5.147727272727273,0.5596590909090909,0.03409090909090909
CJ Green,1321,1094,35,99,626,4.968962906888721,0.4738834216502649,0.026495079485238455
CJ Haggett,919,990,24,105,400,6.46354733405876,0.4352557127312296,0.026115342763873776
CJ Jordan,4454,5217,195,613,1897,7.027840143691064,0.4259092950157162,0.043780871127076786
CJ Langford,334,323,22,36,169,5.802395209580839,0.5059880239520959,0.0658682634730539
CJ Liddle,1464,1502,53,161,627,6.155737704918033,0.42827868852459017,0.036202185792349725
CJ McKay,3808,3139,123,346,2133,4.945903361344538,0.5601365546218487,0.03230042016806723
CJ Metcalfe,931,749,38,90,509,4.827067669172933,0.5467239527389903,0.04081632653061224
CJ Rocchiccioli,141,127,3,14,64,5.404255319148936,0.45390070921985815,0.02127659574468085
CJ Russell,111,118,2,12,52,6.378378378378378,0.46846846846846846,0.018018018018018018
CJ White,1321,1091,38,139,796,4.955336866010598,0.6025738077214232,0.028766086298258896
CJA Amini,2944,2570,94,232,1427,5.237771739130435,0.48471467391304346,0.03192934782608696
CJB McCullough,101,104,1,12,48,6.178217821782178,0.4752475247524752,0.009900990099009901
CJC Wright,2517,2207,62,265,1362,5.261025029797378,0.5411203814064363,0.02463249900675407
CJPF Kalugamage,992,950,44,93,479,5.745967741935484,0.48286290322580644,0.04435483870967742
CK Boycott,381,291,8,23,215,4.582677165354331,0.5643044619422573,0.02099737532808399
CK Holder,20,26,0,5,11,7.8,0.55,0.0
CK Hooper,138,132,4,21,84,5.739130434782608,0.6086956521739131,0.028985507246376812
CK Jasmat,415,460,16,49,188,6.650602409638553,0.4530120481927711,0.03855421686746988
CK Kapugedera,271,226,2,14,120,5.00369003690037,0.44280442804428044,0.007380073800738007
CK Langeveldt,3278,2896,103,332,1800,5.300793166564978,0.5491153142159854,0.03142159853569249
CK Tshuma,74,93,1,16,37,7.54054054054054,0.5,0.013513513513513514
CKB Kulasekara,116,109,2,10,46,5.637931034482759,0.39655172413793105,0.017241379310344827
CL Cairns,996,834,22,95,537,5.024096385542169,0.5391566265060241,0.02208835341365462
CL Fitzpatrick,62,31,2,1,38,3.0,0.6129032258064516,0.03225806451612903
CL Flintoff,134,121,1,11,67,5.417910447761194,0.5,0.007462686567164179
CL Hooper,202,166,3,13,93,4.930693069306931,0.4603960396039604,0.01485148514851485
CL McClure,452,439,11,58,271,5.827433628318585,0.5995575221238938,0.024336283185840708
CL Tryon,4322,3777,106,387,2156,5.243405830633965,0.4988431281813975,0.024525682554372975
CL White,363,384,13,26,146,6.347107438016529,0.4022038567493113,0.03581267217630854
CM Akachukwu,310,360,15,37,125,6.967741935483871,0.4032258064516129,0.04838709677419355
CM Barnard,540,492,15,54,244,5.466666666666667,0.45185185185185184,0.027777777777777776
CM Edwards,76,94,3,10,26,7.421052631578948,0.34210526315789475,0.039473684210526314
CM Gough,657,521,34,38,356,4.757990867579909,0.5418569254185692,0.0517503805175038
CM Greechan,465,283,30,19,258,3.6516129032258067,0.5548387096774193,0.06451612903225806
CM Madsen,85,137,2,18,33,9.670588235294119,0.38823529411764707,0.023529411764705882
CM Mbebe,25,27,0,5,14,6.4799999999999995,0.56,0.0
CM McBride,163,121,4,10,97,4.45398773006135,0.5950920245398773,0.024539877300613498
CM McCarthy,723,595,21,70,443,4.937759336099585,0.6127247579529738,0.029045643153526972
CM Scott,8,6,0,0,5,4.5,0.625,0.0
CM Taylor,1137,692,38,54,680,3.6517150395778364,0.5980650835532102,0.03342128408091469
CM Wright,348,279,12,33,207,4.810344827586207,0.5948275862068966,0.034482758620689655
CMKK Wijerathne,88,65,0,8,60,4.431818181818182,0.6818181818181818,0.0
CN Ackermann,1863,1694,51,161,843,5.455716586151369,0.4524959742351047,0.027375201288244767
CN Greaves,1133,1189,56,114,438,6.296557811120918,0.38658428949691087,0.04942630185348632
CN Miles,2286,2362,60,276,1084,6.199475065616798,0.4741907261592301,0.026246719160104987
CN Nation,55,54,3,6,23,5.8909090909090915,0.41818181818181815,0.05454545454545454
CN Onwuzulike,348,242,10,24,228,4.172413793103448,0.6551724137931034,0.028735632183908046
CN Phillips,255,215,3,26,162,5.0588235294117645,0.6352941176470588,0.011764705882352941
CN Whyte,33,21,0,1,24,3.8181818181818183,0.7272727272727273,0.0
CNIM Joyce,19,31,0,5,6,9.789473684210527,0.3157894736842105,0.0
CO Obuya,1858,1620,66,138,892,5.231431646932185,0.48008611410118407,0.03552206673842842
CP Jack,24,21,0,1,10,5.25,0.4166666666666667,0.0
CP Rizwan,61,51,1,7,37,5.0163934426229515,0.6065573770491803,0.01639344262295082
CP Schofield,78,92,4,10,26,7.076923076923077,0.3333333333333333,0.05128205128205128
CP Tremain,481,470,14,66,255,5.862785862785862,0.5301455301455301,0.029106029106029108
CP Wood,1230,1064,29,108,654,5.190243902439025,0.5317073170731708,0.023577235772357725
CPPM Sadun,281,307,11,23,106,6.555160142348754,0.37722419928825623,0.03914590747330961
CR Amini,132,177,6,18,44,8.045454545454545,0.3333333333333333,0.045454545454545456
CR Brathwaite,2448,2659,76,286,1027,6.517156862745098,0.4195261437908497,0.03104575163398693
CR Foggo,7,8,0,0,2,6.857142857142857,0.2857142857142857,0.0
CR Hemphrey,12,20,0,3,4,10.0,0.3333333333333333,0.0
CR Knott,816,648,26,53,398,4.764705882352941,0.4877450980392157,0.031862745098039214
CR Kumarage,27,13,2,1,17,2.888888888888889,0.6296296296296297,0.07407407407407407
CR Marshall,114,114,0,12,46,6.0,0.40350877192982454,0.0
CR Pagydyala,34,20,6,0,15,3.5294117647058822,0.4411764705882353,0.17647058823529413
CR Seneviratna,975,701,55,70,554,4.313846153846153,0.5682051282051283,0.05641025641025641
CR Smith,81,70,1,6,42,5.185185185185185,0.5185185185185185,0.012345679012345678
CR Suryawanshi,435,329,14,42,280,4.537931034482758,0.6436781609195402,0.03218390804597701
CR Woakes,6950,6532,232,821,3628,5.639136690647482,0.5220143884892087,0.03338129496402878
CRD Fernando,4506,3960,135,432,2528,5.272969374167777,0.5610297381269419,0.02996005326231691
CS Delport,262,285,6,37,116,6.526717557251909,0.44274809160305345,0.022900763358778626
CS Fraser,896,898,30,111,488,6.013392857142857,0.5446428571428571,0.033482142857142856
CS MacLeod,969,866,11,84,514,5.362229102167182,0.5304437564499485,0.011351909184726523
CS Martin,659,613,15,83,371,5.581183611532626,0.5629742033383915,0.02276176024279211
CS Mugeri,118,102,5,6,44,5.186440677966101,0.3728813559322034,0.0423728813559322
